W, GeV F1 = [0] + [1]/Q^2 + [2] /Q^4
1.66 -2.660520931936659e-07 1.4726901475303755e-05 0.0017896235502397595
1.68 -9.997531115432734e-07 1.5850968353547934e-05 0.001933539727354047
1.7 -9.639950964679633e-10 1.268719919456096e-05 0.0028720819778558044
1.72 -1.4607172711891644e-07 2.2742711741907673e-05 0.003495712098451347
1.74 -3.06449238197068e-08 2.7492460809935837e-05 0.003963104952387806
1.76 -6.528358416812076e-07 1.8309942064975715e-05 0.004104373920446937
1.78 -7.124622900900369e-07 2.7865704291890614e-05 0.005429189217301044
1.8 -7.802083665305496e-07 3.659635620659185e-05 0.006578305247821512
1.82 -9.998873151639563e-07 3.499390809913461e-05 0.006783892005918966
1.84 -9.89691813319217e-07 4.656984848089296e-05 0.008580000055490776
1.86 -9.800340899221083e-08 3.7433983080537026e-05 0.00834103791912064
1.88 -9.956277301391648e-07 5.066998325367611e-05 0.009550187726659564
1.9 -7.610047980485382e-09 4.9346086116924814e-05 0.009946847411891589
1.92 -9.903703868811396e-07 5.028365087236808e-05 0.0105059365784047
1.94 -9.977409299618143e-07 4.70058396097317e-05 0.011090205969724275
1.96 -2.1255695388023855e-07 4.810720994938289e-05 0.011326999779342175
1.98 -3.0940295219679706e-07 5.625375453610637e-05 0.010998955861641811
2.0 -7.940185489326052e-07 4.9209205607358975e-05 0.011410894761834291
2.02 -9.978256116733586e-07 5.72676175101261e-05 0.011514052585948675
2.04 -9.999886215217133e-07 5.877249462224454e-05 0.011675481996987827
2.06 -8.743831509676867e-07 6.077011350891226e-05 0.012021555427599941
2.08 -6.817777619359795e-07 6.325778684737604e-05 0.012857883692060826
2.1 -9.760564228902231e-08 6.730082478273447e-05 0.014454527304545075
2.12 -2.074364907860771e-07 6.498917990638287e-05 0.014903536667279213
2.14 -9.9870217155577e-07 6.891306947476306e-05 0.016570385161620075
2.16 -8.669618100708215e-07 7.422247904084744e-05 0.015876066609337963
2.18 -2.988781403460546e-07 5.458783848671933e-05 0.012859468742334228
2.2 -9.354083211719439e-07 4.956380152160156e-05 0.00962905534605673
